# name ra dec flux_a1100 flux_a1400 flux_a2000
src25914 269.11988 1.17436 0.058 0.030 0.011
src25915 269.28191 1.50667 0.058 0.034 0.014
src25916 269.57969 1.55457 0.058 0.029 0.010
src25917 269.64798 1.02472 0.058 0.028 0.009
src25918 269.67166 1.68008 0.058 0.032 0.012
src25919 269.48688 1.07287 0.058 0.028 0.009
src25920 269.32820 1.00325 0.058 0.029 0.010
src25921 269.03950 1.12731 0.058 0.029 0.010
src25922 269.11178 1.45003 0.058 0.029 0.010
src25923 269.62626 1.06112 0.058 0.032 0.012
src25924 269.62141 1.47855 0.058 0.027 0.009
src25925 269.53530 1.41793 0.058 0.028 0.009
src25926 269.44117 1.37495 0.058 0.028 0.009
src25927 269.54889 1.64288 0.058 0.029 0.010
src25928 269.29827 1.43672 0.058 0.027 0.008
src25929 269.68560 1.06297 0.058 0.035 0.014
src25930 269.41465 1.17767 0.058 0.030 0.011
src25931 269.57538 1.00268 0.058 0.028 0.009
src25932 269.39586 1.30367 0.058 0.027 0.009
src25933 269.41932 1.62766 0.058 0.028 0.009
src25934 269.65817 1.50772 0.058 0.027 0.008
src25935 269.47586 1.04549 0.058 0.030 0.011
src25936 269.57415 1.31500 0.058 0.030 0.011
src25937 269.65680 1.41463 0.058 0.028 0.009
src25938 269.46398 1.24840 0.058 0.029 0.010
src25939 269.48663 1.54007 0.058 0.033 0.012
src25940 269.62022 1.18653 0.058 0.028 0.009
src25941 269.40700 1.11563 0.058 0.029 0.010
src25942 269.55772 1.53917 0.058 0.028 0.009
src25943 269.60183 1.14971 0.058 0.028 0.009
src25944 269.63625 1.17464 0.058 0.039 0.018
src25945 269.14560 1.68627 0.058 0.032 0.012
src25946 269.55338 1.12592 0.058 0.030 0.010
src25947 269.51813 1.21724 0.058 0.028 0.009
src25948 269.56944 1.35063 0.058 0.027 0.009
src25949 269.67320 1.45541 0.058 0.042 0.021
src25950 269.18573 1.16761 0.058 0.029 0.010
src25951 269.44377 1.64504 0.058 0.031 0.011
src25952 269.48125 1.44914 0.058 0.030 0.011
src25953 269.65082 1.40310 0.058 0.033 0.013
src25954 269.43600 1.20302 0.058 0.041 0.019
src25955 269.17072 1.05622 0.058 0.028 0.009
src25956 269.49862 1.21827 0.058 0.029 0.010
src25957 269.56002 1.57224 0.058 0.029 0.010
src25958 269.55334 1.09662 0.058 0.027 0.008
src25959 269.50547 1.63824 0.058 0.029 0.010
src25960 269.55557 1.65819 0.058 0.032 0.012
src25961 269.61549 1.68168 0.058 0.028 0.009
src25962 269.54146 1.08644 0.058 0.030 0.010
src25963 269.31687 1.40249 0.058 0.032 0.012
src25964 269.04581 1.57794 0.058 0.035 0.014
src25965 269.43672 1.55992 0.058 0.029 0.010
src25966 269.15634 1.29418 0.058 0.029 0.010
src25967 269.45265 1.15088 0.058 0.028 0.009
src25968 269.39800 1.62666 0.058 0.030 0.011
src25969 269.44316 1.00476 0.058 0.030 0.010
src25970 269.33450 1.40470 0.058 0.030 0.010
src25971 269.55418 1.31066 0.058 0.029 0.009
src25972 269.08607 1.54362 0.058 0.036 0.015
src25973 269.30784 1.22601 0.058 0.028 0.009
src25974 269.50377 1.42996 0.058 0.034 0.013
src25975 269.11868 1.62406 0.058 0.029 0.010
src25976 269.05918 1.01352 0.058 0.029 0.010
src25977 269.08833 1.68412 0.058 0.027 0.009
src25978 269.52999 1.03399 0.058 0.028 0.009
src25979 269.68047 1.19695 0.058 0.028 0.009
src25980 269.66853 1.34993 0.058 0.030 0.010
src25981 269.26845 1.18387 0.058 0.031 0.011
src25982 269.27639 1.23332 0.058 0.029 0.010
src25983 269.57313 1.53390 0.058 0.027 0.009
src25984 269.46155 1.09470 0.058 0.037 0.016
src25985 269.06708 1.69662 0.058 0.029 0.010
src25986 269.28969 1.35622 0.058 0.030 0.011
src25987 269.26931 1.02253 0.058 0.032 0.012
src25988 269.00536 1.01686 0.058 0.029 0.010
src25989 269.19095 1.62612 0.058 0.028 0.009
src25990 269.67668 1.38948 0.058 0.031 0.011
src25991 269.43591 1.00310 0.058 0.033 0.013
src25992 269.04983 1.18119 0.058 0.029 0.010
src25993 269.56488 1.24170 0.058 0.030 0.010
src25994 269.15475 1.64104 0.058 0.028 0.009
src25995 269.30688 1.18340 0.058 0.028 0.009
src25996 269.25348 1.50549 0.058 0.028 0.009
src25997 269.49597 1.06625 0.058 0.029 0.010
src25998 269.27092 1.11309 0.058 0.029 0.010
src25999 269.23353 1.46917 0.058 0.027 0.008
src26000 269.32213 1.65641 0.058 0.028 0.009
src26001 269.48586 1.59478 0.058 0.029 0.010
src26002 269.27224 1.45660 0.058 0.028 0.009
src26003 269.17469 1.34904 0.058 0.027 0.009
src26004 269.60318 1.24750 0.058 0.031 0.012
src26005 269.07444 1.35353 0.058 0.027 0.009
src26006 269.04597 1.12676 0.058 0.032 0.012
src26007 269.33888 1.07147 0.058 0.028 0.009
src26008 269.52428 1.70348 0.058 0.027 0.009
src26009 269.43001 1.57517 0.058 0.028 0.009
src26010 269.61443 1.33702 0.058 0.027 0.009
src26011 269.57065 1.70211 0.057 0.032 0.012
src26012 269.57339 1.09555 0.057 0.029 0.010
src26013 269.67378 1.57917 0.057 0.030 0.011
src26014 269.44642 1.32493 0.057 0.028 0.009
src26015 269.02991 1.58610 0.057 0.027 0.009
src26016 269.15848 1.06481 0.057 0.030 0.011
src26017 269.27084 1.21929 0.057 0.028 0.009
src26018 269.41375 1.50070 0.057 0.038 0.017
src26019 269.06249 1.27346 0.057 0.027 0.008
src26020 269.02930 1.10349 0.057 0.027 0.009
src26021 269.08937 1.25181 0.057 0.027 0.009
src26022 269.44416 1.24570 0.057 0.028 0.009
src26023 269.43149 1.08535 0.057 0.028 0.009
src26024 269.03995 1.50169 0.057 0.028 0.009
src26025 269.28590 1.41276 0.057 0.028 0.009
src26026 269.14048 1.59660 0.057 0.028 0.009
src26027 269.08497 1.20765 0.057 0.029 0.010
src26028 269.13790 1.49821 0.057 0.027 0.009
src26029 269.60227 1.02119 0.057 0.027 0.009
src26030 269.40267 1.53859 0.057 0.039 0.018
src26031 269.43009 1.20777 0.057 0.030 0.011
src26032 269.64961 1.31571 0.057 0.027 0.009
src26033 269.27739 1.49703 0.057 0.027 0.009
src26034 269.48199 1.63413 0.057 0.028 0.009
src26035 269.09820 1.68700 0.057 0.030 0.011
src26036 269.38649 1.32855 0.057 0.028 0.009
src26037 269.13896 1.60508 0.057 0.028 0.009
src26038 269.27721 1.14987 0.057 0.029 0.010
src26039 269.66759 1.39093 0.057 0.028 0.009
src26040 269.33330 1.37898 0.057 0.030 0.011
src26041 269.33587 1.00041 0.057 0.035 0.014
src26042 269.27266 1.22953 0.057 0.034 0.014
src26043 269.00020 1.42733 0.057 0.027 0.008
src26044 269.45899 1.08051 0.057 0.027 0.009
src26045 269.23815 1.11951 0.057 0.031 0.011
src26046 269.45084 1.37741 0.057 0.028 0.009
src26047 269.32097 1.63810 0.057 0.028 0.009
src26048 269.48610 1.07411 0.057 0.028 0.009
src26049 269.60509 1.43022 0.057 0.027 0.009
src26050 269.01836 1.42168 0.057 0.033 0.013
src26051 269.62556 1.15123 0.057 0.030 0.011
src26052 269.30396 1.64966 0.057 0.028 0.009
src26053 269.06872 1.46400 0.057 0.030 0.011
src26054 269.58353 1.44617 0.057 0.028 0.009
src26055 269.43748 1.44113 0.057 0.031 0.011
src26056 269.63601 1.66673 0.057 0.030 0.011
src26057 269.03458 1.35081 0.057 0.029 0.010
src26058 269.23035 1.03006 0.057 0.027 0.008
src26059 269.70536 1.00927 0.057 0.030 0.011
src26060 269.35654 1.49113 0.057 0.030 0.010
src26061 269.65103 1.12357 0.057 0.031 0.012
src26062 269.64698 1.13807 0.057 0.028 0.009
src26063 269.61396 1.50427 0.057 0.032 0.012
src26064 269.57700 1.24136 0.057 0.028 0.009
src26065 269.28971 1.01987 0.057 0.027 0.008
src26066 269.57453 1.26250 0.057 0.027 0.008
src26067 269.03368 1.05881 0.057 0.027 0.009
src26068 269.03840 1.55792 0.057 0.038 0.017
src26069 269.41579 1.16489 0.057 0.028 0.009
src26070 269.01590 1.52197 0.057 0.029 0.010
src26071 269.60193 1.56071 0.057 0.029 0.010
src26072 269.08633 1.18297 0.057 0.028 0.009
src26073 269.05157 1.12852 0.057 0.027 0.008
src26074 269.39585 1.38083 0.057 0.027 0.009
src26075 269.20441 1.65483 0.057 0.031 0.011
src26076 269.54277 1.50628 0.057 0.027 0.009
src26077 269.48142 1.06518 0.057 0.028 0.009
src26078 269.21349 1.34211 0.057 0.031 0.011
src26079 269.59431 1.17454 0.057 0.027 0.009
src26080 269.13124 1.22240 0.057 0.033 0.013
src26081 269.50338 1.22751 0.057 0.031 0.011
src26082 269.59338 1.27821 0.057 0.028 0.010
src26083 269.12726 1.41004 0.057 0.029 0.010
src26084 269.03795 1.32319 0.057 0.031 0.011
src26085 269.66927 1.57114 0.057 0.033 0.013
src26086 269.27207 1.02332 0.057 0.028 0.009
src26087 269.27398 1.06449 0.057 0.028 0.009
src26088 269.58432 1.32377 0.057 0.029 0.010
src26089 269.49043 1.69068 0.057 0.031 0.011
src26090 269.58204 1.25440 0.057 0.028 0.010
src26091 269.60056 1.08998 0.057 0.029 0.010
src26092 269.58793 1.30005 0.057 0.030 0.010
src26093 269.03807 1.02800 0.057 0.027 0.009
src26094 269.19623 1.49352 0.057 0.030 0.011
src26095 269.60464 1.34710 0.057 0.027 0.009
src26096 269.11609 1.45286 0.057 0.027 0.009
src26097 269.42090 1.05922 0.057 0.028 0.009
src26098 269.59795 1.52335 0.057 0.028 0.010
src26099 269.42539 1.21378 0.057 0.032 0.012
src26100 269.45571 1.40027 0.057 0.028 0.009
src26101 269.42764 1.64835 0.057 0.030 0.011
src26102 269.27036 1.28715 0.057 0.027 0.008
src26103 269.30118 1.66094 0.057 0.027 0.009
src26104 269.50379 1.04607 0.057 0.028 0.009
src26105 269.46527 1.05259 0.057 0.029 0.010
src26106 269.27076 1.61054 0.057 0.034 0.014
src26107 269.04530 1.15202 0.057 0.028 0.009
src26108 269.19552 1.51663 0.057 0.032 0.012
src26109 269.01640 1.49341 0.057 0.034 0.014
src26110 269.44885 1.00624 0.057 0.035 0.014
src26111 269.34168 1.00002 0.057 0.028 0.010
src26112 269.62864 1.20348 0.057 0.027 0.009
src26113 269.41338 1.38007 0.057 0.027 0.009
src26114 269.47339 1.14364 0.057 0.032 0.012
src26115 269.35433 1.40709 0.057 0.029 0.010
src26116 269.44576 1.02742 0.057 0.027 0.008
src26117 269.55852 1.04679 0.057 0.027 0.009
src26118 269.24409 1.60896 0.057 0.027 0.009
src26119 269.40486 1.32367 0.057 0.028 0.009
src26120 269.60378 1.12068 0.057 0.029 0.010
src26121 269.34615 1.16689 0.057 0.031 0.011
src26122 269.46894 1.10887 0.057 0.028 0.009
src26123 269.31860 1.55172 0.057 0.028 0.009
src26124 269.35402 1.68132 0.057 0.027 0.009
src26125 269.17377 1.22797 0.057 0.032 0.012
src26126 269.33170 1.50715 0.057 0.039 0.018
src26127 269.42383 1.05620 0.057 0.034 0.014
src26128 269.41144 1.03226 0.057 0.030 0.010
src26129 269.32879 1.20435 0.057 0.029 0.010
src26130 269.37986 1.48493 0.057 0.027 0.008
src26131 269.00203 1.49802 0.057 0.027 0.009
src26132 269.49088 1.05585 0.057 0.027 0.009
src26133 269.62432 1.63667 0.057 0.028 0.009
src26134 269.49890 1.23816 0.057 0.027 0.009
src26135 269.64653 1.63826 0.057 0.031 0.011
src26136 269.02258 1.59646 0.057 0.033 0.013
src26137 269.52081 1.26337 0.057 0.029 0.010
src26138 269.40806 1.33442 0.057 0.027 0.009
src26139 269.35482 1.56613 0.057 0.028 0.010
src26140 269.57153 1.60746 0.057 0.029 0.010
src26141 269.43987 1.52628 0.057 0.029 0.010
src26142 269.51459 1.61445 0.057 0.027 0.009
src26143 269.17891 1.28300 0.057 0.039 0.018
src26144 269.20562 1.65451 0.057 0.027 0.008
src26145 269.21844 1.13356 0.057 0.031 0.012
src26146 269.03746 1.60894 0.057 0.036 0.015
src26147 269.25461 1.20890 0.057 0.029 0.010
src26148 269.58853 1.61703 0.057 0.029 0.010
src26149 269.58504 1.59449 0.057 0.028 0.009
src26150 269.42048 1.19657 0.057 0.027 0.009
src26151 269.68210 1.65472 0.057 0.029 0.010
src26152 269.57276 1.60547 0.057 0.028 0.009
src26153 269.19139 1.11890 0.057 0.038 0.017
src26154 269.02775 1.26089 0.057 0.031 0.011
src26155 269.07456 1.43441 0.057 0.030 0.011
src26156 269.57034 1.32010 0.057 0.027 0.009
src26157 269.47705 1.19100 0.057 0.027 0.009
src26158 269.68867 1.66939 0.057 0.027 0.008
src26159 269.04033 1.33050 0.057 0.027 0.009
src26160 269.67505 1.69675 0.057 0.027 0.009
src26161 269.63616 1.40012 0.057 0.029 0.010
src26162 269.40096 1.70858 0.057 0.029 0.010
src26163 269.06549 1.06355 0.057 0.027 0.009
src26164 269.09099 1.25204 0.057 0.031 0.011
src26165 269.60762 1.23416 0.057 0.031 0.011
src26166 269.18265 1.14957 0.057 0.028 0.009
src26167 269.53046 1.00369 0.057 0.028 0.009
src26168 269.05149 1.12220 0.057 0.030 0.011
src26169 269.66868 1.20128 0.057 0.028 0.009
src26170 269.62094 1.34192 0.057 0.027 0.009
src26171 269.01500 1.17505 0.057 0.027 0.009
src26172 269.66748 1.69154 0.057 0.027 0.009
src26173 269.10440 1.43709 0.057 0.027 0.009
src26174 269.38058 1.24137 0.057 0.028 0.009
src26175 269.42209 1.11551 0.057 0.027 0.009
src26176 269.32008 1.56310 0.057 0.027 0.008
src26177 269.50076 1.42012 0.057 0.031 0.011
src26178 269.24624 1.44061 0.057 0.027 0.009
src26179 269.24386 1.60452 0.057 0.027 0.009
src26180 269.25713 1.25385 0.057 0.031 0.011
src26181 269.56124 1.03607 0.057 0.032 0.012
src26182 269.34022 1.03995 0.057 0.029 0.010
src26183 269.01977 1.01436 0.057 0.027 0.009
src26184 269.31702 1.07333 0.057 0.030 0.011
src26185 269.07332 1.09949 0.057 0.027 0.009
src26186 269.29802 1.24578 0.057 0.028 0.009
src26187 269.55139 1.51463 0.057 0.030 0.011
src26188 269.09574 1.42329 0.057 0.029 0.010
src26189 269.41762 1.66489 0.057 0.028 0.009
src26190 269.48767 1.55102 0.057 0.027 0.008
src26191 269.55355 1.14813 0.057 0.027 0.009
src26192 269.20809 1.29574 0.057 0.030 0.011
src26193 269.60932 1.51088 0.057 0.037 0.016
src26194 269.62647 1.24693 0.057 0.030 0.011
src26195 269.13242 1.63337 0.057 0.028 0.009
src26196 269.04589 1.70709 0.057 0.033 0.013
src26197 269.38204 1.55714 0.057 0.028 0.009
src26198 269.15870 1.06449 0.057 0.027 0.009
src26199 269.38309 1.13756 0.057 0.028 0.009
src26200 269.33429 1.61484 0.057 0.028 0.009
src26201 269.46095 1.32072 0.057 0.029 0.010
src26202 269.35689 1.70130 0.057 0.040 0.019
src26203 269.49229 1.32662 0.057 0.029 0.010
src26204 269.62184 1.35805 0.057 0.027 0.008
src26205 269.47817 1.28263 0.057 0.027 0.009
src26206 269.61710 1.15673 0.057 0.030 0.011
src26207 269.47326 1.10317 0.057 0.030 0.011
src26208 269.53663 1.13804 0.057 0.028 0.009
src26209 269.41523 1.67149 0.057 0.027 0.008
src26210 269.33998 1.32501 0.057 0.027 0.008
src26211 269.67457 1.51284 0.057 0.028 0.009
src26212 269.67171 1.14640 0.057 0.028 0.009
src26213 269.11994 1.62745 0.057 0.031 0.011
src26214 269.48443 1.69952 0.057 0.027 0.009
src26215 269.17670 1.15837 0.057 0.027 0.009
src26216 269.29989 1.16698 0.056 0.041 0.020
src26217 269.67419 1.66073 0.056 0.029 0.010
src26218 269.64300 1.69983 0.056 0.027 0.009
src26219 269.12068 1.45019 0.056 0.028 0.009
src26220 269.59809 1.62319 0.056 0.036 0.015
src26221 269.24218 1.20504 0.056 0.028 0.009
src26222 269.62755 1.08117 0.056 0.029 0.010
src26223 269.27148 1.64523 0.056 0.026 0.008
src26224 269.31544 1.37497 0.056 0.029 0.010
src26225 269.10656 1.67832 0.056 0.027 0.009
src26226 269.50603 1.39421 0.056 0.029 0.010
src26227 269.26597 1.57574 0.056 0.035 0.015
src26228 269.09164 1.23286 0.056 0.034 0.014
src26229 269.62103 1.23726 0.056 0.027 0.009
src26230 269.14414 1.07620 0.056 0.031 0.012
src26231 269.27684 1.12062 0.056 0.027 0.009
src26232 269.29755 1.59250 0.056 0.028 0.009
src26233 269.22818 1.68569 0.056 0.028 0.009
src26234 269.63805 1.22946 0.056 0.028 0.009
src26235 269.58586 1.41917 0.056 0.035 0.015
src26236 269.27414 1.13792 0.056 0.036 0.015
src26237 269.06148 1.11916 0.056 0.027 0.009
src26238 269.13925 1.25748 0.056 0.027 0.009
src26239 269.10171 1.06300 0.056 0.038 0.017
src26240 269.34693 1.64191 0.056 0.026 0.008
src26241 269.61463 1.68783 0.056 0.028 0.009
src26242 269.03477 1.36957 0.056 0.030 0.011
src26243 269.05529 1.58350 0.056 0.027 0.008
src26244 269.64164 1.27860 0.056 0.028 0.010
src26245 269.37989 1.06926 0.056 0.027 0.009
src26246 269.52596 1.64604 0.056 0.027 0.009
src26247 269.40115 1.46440 0.056 0.030 0.011
src26248 269.35995 1.26922 0.056 0.027 0.009
src26249 269.13217 1.34760 0.056 0.031 0.012
src26250 269.45385 1.29843 0.056 0.031 0.011
src26251 269.29466 1.61865 0.056 0.043 0.022
src26252 269.21692 1.45297 0.056 0.035 0.015
src26253 269.66127 1.09535 0.056 0.037 0.016
src26254 269.33470 1.21361 0.056 0.027 0.009
src26255 269.50596 1.10436 0.056 0.027 0.009
src26256 269.03322 1.40229 0.056 0.031 0.011
src26257 269.06446 1.39887 0.056 0.027 0.009
src26258 269.63723 1.14403 0.056 0.033 0.013
src26259 269.64702 1.15882 0.056 0.027 0.008
src26260 269.42720 1.53050 0.056 0.034 0.013
src26261 269.36486 1.43616 0.056 0.029 0.010
src26262 269.21240 1.30972 0.056 0.028 0.010
src26263 269.27280 1.24094 0.056 0.026 0.008
src26264 269.51280 1.35627 0.056 0.027 0.009
src26265 269.47370 1.09946 0.056 0.028 0.009
src26266 269.67786 1.50440 0.056 0.027 0.009
src26267 269.01204 1.18800 0.056 0.029 0.010
src26268 269.04260 1.36106 0.056 0.035 0.015
src26269 269.06965 1.20155 0.056 0.027 0.009
src26270 269.66909 1.55983 0.056 0.029 0.010
src26271 269.51263 1.67271 0.056 0.028 0.009
src26272 269.07938 1.44927 0.056 0.030 0.011
src26273 269.14902 1.63394 0.056 0.028 0.009
src26274 269.38139 1.35369 0.056 0.027 0.009
src26275 269.13235 1.31151 0.056 0.027 0.009
src26276 269.17156 1.64506 0.056 0.028 0.009
src26277 269.31593 1.34808 0.056 0.027 0.009
src26278 269.19436 1.06761 0.056 0.028 0.010
src26279 269.01961 1.09178 0.056 0.032 0.012
src26280 269.70341 1.12116 0.056 0.029 0.010
src26281 269.64177 1.35030 0.056 0.026 0.008
src26282 269.15728 1.41609 0.056 0.032 0.013
src26283 269.25930 1.19152 0.056 0.027 0.009
src26284 269.11145 1.28616 0.056 0.034 0.014
src26285 269.69261 1.16779 0.056 0.031 0.012
src26286 269.61095 1.39931 0.056 0.030 0.011
src26287 269.60559 1.44111 0.056 0.027 0.009
src26288 269.63460 1.27370 0.056 0.027 0.009
src26289 269.36312 1.04393 0.056 0.027 0.009
src26290 269.43033 1.39131 0.056 0.027 0.009
src26291 269.42380 1.60927 0.056 0.027 0.009
src26292 269.36452 1.56573 0.056 0.030 0.011
src26293 269.14499 1.16033 0.056 0.027 0.009
src26294 269.46362 1.70088 0.056 0.028 0.009
src26295 269.44015 1.16445 0.056 0.031 0.012
src26296 269.60822 1.33081 0.056 0.026 0.008
src26297 269.45192 1.18300 0.056 0.028 0.009
src26298 269.37919 1.64377 0.056 0.027 0.009
src26299 269.00867 1.04402 0.056 0.030 0.011
src26300 269.33374 1.37489 0.056 0.031 0.011
src26301 269.24275 1.11022 0.056 0.027 0.009
src26302 269.29787 1.12920 0.056 0.028 0.009
src26303 269.11025 1.01342 0.056 0.028 0.010
src26304 269.23133 1.25512 0.056 0.028 0.009
src26305 269.68875 1.07005 0.056 0.027 0.009
src26306 269.08225 1.35414 0.056 0.029 0.010
src26307 269.12666 1.15739 0.056 0.028 0.009
src26308 269.20083 1.39991 0.056 0.027 0.008
src26309 269.49372 1.23074 0.056 0.026 0.008
src26310 269.50283 1.40609 0.056 0.034 0.014
src26311 269.41662 1.68956 0.056 0.027 0.008
src26312 269.00030 1.43765 0.056 0.031 0.011
src26313 269.50308 1.45366 0.056 0.029 0.010
src26314 269.11605 1.50629 0.056 0.031 0.011
src26315 269.07524 1.18969 0.056 0.029 0.010
src26316 269.55012 1.36609 0.056 0.030 0.010
src26317 269.15228 1.42424 0.056 0.027 0.009
src26318 269.32665 1.60928 0.056 0.028 0.009
src26319 269.37678 1.50655 0.056 0.031 0.011
src26320 269.69463 1.32627 0.056 0.038 0.018
src26321 269.01026 1.00479 0.056 0.026 0.008
src26322 269.32232 1.09139 0.056 0.027 0.009
src26323 269.46659 1.05000 0.056 0.029 0.010
src26324 269.37930 1.36821 0.056 0.028 0.009
src26325 269.69784 1.27098 0.056 0.028 0.009
src26326 269.64048 1.27509 0.056 0.027 0.009
src26327 269.23918 1.65192 0.056 0.030 0.011
src26328 269.13296 1.40223 0.056 0.029 0.010
src26329 269.21123 1.15042 0.056 0.027 0.009
src26330 269.62266 1.60236 0.056 0.027 0.009
src26331 269.07032 1.03136 0.056 0.029 0.010
src26332 269.39918 1.62672 0.056 0.027 0.009
src26333 269.20093 1.56753 0.056 0.028 0.009
src26334 269.19905 1.56144 0.056 0.027 0.009
src26335 269.57943 1.69537 0.056 0.027 0.009
src26336 269.57242 1.66769 0.056 0.039 0.019
src26337 269.65116 1.57010 0.056 0.037 0.016
src26338 269.40435 1.19581 0.056 0.028 0.009
src26339 269.15320 1.01710 0.056 0.027 0.009
src26340 269.10887 1.26421 0.056 0.031 0.011
src26341 269.69844 1.39235 0.056 0.033 0.013
src26342 269.54444 1.03037 0.056 0.034 0.014
src26343 269.61162 1.68488 0.056 0.029 0.010
src26344 269.17809 1.25901 0.056 0.026 0.008
src26345 269.09701 1.60010 0.056 0.027 0.009
src26346 269.67179 1.18571 0.056 0.026 0.008
src26347 269.15421 1.30522 0.056 0.027 0.009
src26348 269.54047 1.00764 0.056 0.029 0.010
src26349 269.59215 1.48206 0.056 0.027 0.009
src26350 269.54906 1.54871 0.056 0.031 0.012
src26351 269.32752 1.15264 0.056 0.027 0.009
src26352 269.19509 1.11788 0.056 0.026 0.008
src26353 269.57349 1.67573 0.056 0.029 0.010
src26354 269.20315 1.34645 0.056 0.029 0.010
src26355 269.26219 1.21178 0.056 0.028 0.009
src26356 269.18768 1.70843 0.056 0.029 0.010
src26357 269.45214 1.63008 0.056 0.029 0.010
src26358 269.30206 1.42256 0.056 0.027 0.009
src26359 269.31044 1.65020 0.056 0.029 0.010
src26360 269.22832 1.38765 0.056 0.029 0.010
src26361 269.02839 1.15585 0.056 0.026 0.008
src26362 269.02376 1.60425 0.056 0.027 0.009
src26363 269.32200 1.46829 0.056 0.029 0.010
src26364 269.55836 1.26595 0.056 0.029 0.010
src26365 269.05142 1.14084 0.056 0.028 0.010
src26366 269.10296 1.54358 0.056 0.027 0.009
src26367 269.05129 1.00968 0.056 0.042 0.022
src26368 269.59451 1.62568 0.056 0.028 0.009
src26369 269.25011 1.45348 0.056 0.027 0.008
src26370 269.51142 1.08320 0.056 0.031 0.011
src26371 269.67912 1.42147 0.056 0.027 0.009
src26372 269.58574 1.16764 0.056 0.030 0.011
src26373 269.24722 1.42976 0.056 0.027 0.009
src26374 269.34991 1.10852 0.056 0.026 0.008
src26375 269.16589 1.09786 0.056 0.026 0.008
src26376 269.35641 1.68843 0.056 0.031 0.012
